"question_id","task","method","verdict","expected","j1"
"40","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"40","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","F-Test for Variance","NOT_APPLICABLE","APPLICABLE","wrong"
"40","Variance Test","Levene Test","NOT_APPLICABLE","APPLICABLE","wrong"
"41","Correlation Analysis","Pearson Correlation Coefficient","NOT_APPLICABLE","APPLICABLE","wrong"
"40","Variance Test","Bartlett Test","NOT_APPLICABLE","APPLICABLE","wrong"
"41","Correlation Analysis","Spearman Correlation Coefficient","APPLICABLE","APPLICABLE","correct"
"41","Correlation Analysis","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kendall Correlation Coefficient","APPLICABLE","APPLICABLE","correct"
"41","Correlation Analysis","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"41","Correlation Analysis","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Lilliefors Test","APPLICABLE","NOT_APPLICABLE","wrong"
"42","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","APPLICABLE","APPLICABLE","correct"
"42","Distribution Compliance Test","Anderson-Darling Test","APPLICABLE","APPLICABLE","correct"
"42","Distribution Compliance Test","Shapiro-Wilk Test of Normality","APPLICABLE","APPLICABLE","correct"
"42","Distribution Compliance Test","Kolmogorov-Smirnov Test","APPLICABLE","NOT_APPLICABLE","wrong"
"42","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Skewness","APPLICABLE","NOT_APPLICABLE","wrong"
"42","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"42","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"43","Variance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"43","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Standard Deviation","APPLICABLE","NOT_APPLICABLE","wrong"
"43","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"43","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"43","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"43","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Chi-square Independence Test","APPLICABLE","APPLICABLE","correct"
"44","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"44","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"45","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"45","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"46","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"46","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"46","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"46","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"47","Correlation Analysis","Pearson Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"47","Correlation Analysis","Kendall Correlation Coefficient","NOT_APPLICABLE","APPLICABLE","wrong"
"47","Correlation Analysis","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"47","Correlation Analysis","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"48","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"48","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"48","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Median","APPLICABLE","NOT_APPLICABLE","wrong"
"48","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"48","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Chi-square Independence Test","APPLICABLE","APPLICABLE","correct"
"49","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Fisher Exact Test","APPLICABLE","APPLICABLE","correct"
"49","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"49","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
